	control1	control2	control3	dmd1	dmd2	dmd3
ENSG00000259967	0	0	0	0	0	0
ENSG00000259417	88	16	31	66	114	113
ENSG00000259361	0	0	0	0	0	0
ENSG00000259495	80	78	61	41	140	98
ENSG00000172379	1199	997	783	750	888	890
ENSG00000258010	0	0	0	0	0	0
ENSG00000287813	0	0	0	0	0	0
ENSG00000259175	0	0	0	0	0	0
ENSG00000270919	0	0	0	0	0	0
ENSG00000284059	0	0	0	0	0	0
ENSG00000222139	0	0	0	0	0	0
ENSG00000136379	658	638	413	212	557	306
ENSG00000271983	0	0	0	0	0	0
ENSG00000287108	0	0	0	0	0	0
ENSG00000103888	8	20	9	18	62	99
ENSG00000208003	0	0	0	0	0	0
ENSG00000259546	0	0	0	0	0	0
ENSG00000259649	0	0	0	0	0	0
ENSG00000117899	2651	2018	2426	1360	3427	1634
ENSG00000260619	0	0	0	0	0	0
ENSG00000265855	0	0	0	0	0	0
ENSG00000277782	21	38	44	22	3	17
ENSG00000140406	804	460	488	247	741	485
ENSG00000288625	0	0	0	0	0	0
ENSG00000156206	26	13	36	70	127	58
ENSG00000279834	0	0	0	0	0	0
ENSG00000259461	0	0	0	0	0	0
ENSG00000172349	5	13	0	38	105	34
ENSG00000271725	6	9	0	1	7	2
ENSG00000172345	35	5	46	15	54	24
ENSG00000286488	0	0	0	9	1	2
ENSG00000259343	8	17	15	26	6	28
ENSG00000188869	4	0	0	0	0	3
ENSG00000273920	0	0	0	0	0	0
ENSG00000284709	0	0	0	0	0	0
ENSG00000275995	4	0	1	1	9	3
ENSG00000259543	1	0	2	0	9	4
ENSG00000259594	3	11	0	4	3	11
ENSG00000259692	36	73	43	46	64	35
ENSG00000259622	0	0	0	0	0	0
ENSG00000183496	603	630	571	573	359	422
ENSG00000259518	0	0	0	0	0	0
ENSG00000287872	0	0	0	0	0	0
ENSG00000140598	1054	708	967	626	625	529
ENSG00000212170	0	0	0	0	0	0
ENSG00000285974	1	0	0	0	0	0
ENSG00000188659	39	5	31	52	76	48
ENSG00000274376	0	0	0	0	0	0
ENSG00000278662	0	0	0	0	0	0
ENSG00000259429	49	25	35	33	26	29
ENSG00000237550	7	2	9	3	5	23
ENSG00000278202	0	0	0	0	0	0
ENSG00000197978	0	2	6	0	1	5
ENSG00000275695	0	0	0	0	0	0
ENSG00000276710	0	0	0	0	0	0
ENSG00000278603	0	0	0	0	0	0
ENSG00000255769	8	4	14	0	0	3
ENSG00000277741	1	0	0	0	0	0
ENSG00000259637	0	0	0	0	0	0
ENSG00000284803	0	0	0	0	0	0
ENSG00000182774	0	0	0	0	0	0
ENSG00000260836	0	0	0	0	0	0
ENSG00000278013	0	0	0	0	0	0
ENSG00000214575	0	0	0	0	0	0
ENSG00000259462	0	6	1	0	0	0
ENSG00000103723	544	326	365	159	213	272
ENSG00000259707	2	0	0	0	0	0
ENSG00000228141	0	1	0	9	0	0
ENSG00000259315	4	4	3	3	8	21
ENSG00000279758	0	0	0	0	0	0
ENSG00000259442	0	0	0	0	0	0
ENSG00000286817	0	0	0	0	0	0
ENSG00000250988	1	0	0	0	1	4
ENSG00000252690	7	0	0	0	0	6
ENSG00000186628	4	7	0	0	0	1
ENSG00000277864	0	0	0	0	0	0
ENSG00000156232	638	396	570	334	626	369
ENSG00000103942	1606	1407	1938	402	551	574
ENSG00000259805	0	0	5	1	0	0
ENSG00000169612	148	153	170	48	128	62
ENSG00000169609	411	203	243	145	247	241
ENSG00000260608	11	2	15	0	0	2
ENSG00000064726	176	122	181	68	203	218
ENSG00000273747	3	0	0	0	0	0
ENSG00000259767	4	0	0	0	11	0
ENSG00000260351	6	0	0	0	0	0
ENSG00000259308	1	0	0	0	4	0
ENSG00000263643	0	0	0	0	0	0
ENSG00000286872	57	3	23	21	26	24
ENSG00000136404	0	0	2	2	0	0
ENSG00000166503	5747	4031	4521	2166	3251	2682
ENSG00000260579	0	0	0	0	0	0
ENSG00000259986	0	0	0	0	0	0
ENSG00000169594	7	2	2	52	44	63
ENSG00000140600	755	531	418	317	578	431
ENSG00000156218	126	120	77	296	624	394
ENSG00000212374	0	0	0	0	0	0
ENSG00000261665	0	0	0	0	0	0
ENSG00000200444	0	0	0	0	0	0
ENSG00000274128	0	0	0	1	1	0
ENSG00000259609	0	0	0	0	0	0
ENSG00000259404	1	0	0	0	4	0
ENSG00000280038	0	0	0	0	0	0
ENSG00000259694	0	0	0	0	0	0
ENSG00000259511	0	0	2	0	0	0
ENSG00000259726	0	0	0	0	0	0
ENSG00000225151	0	0	0	0	1	0
ENSG00000278422	0	0	0	0	0	0
ENSG00000184206	0	3	0	0	0	0
ENSG00000259633	0	0	0	0	0	0
ENSG00000259683	0	0	5	0	0	0
ENSG00000244056	0	0	0	0	0	0
ENSG00000259570	0	0	0	0	0	0
ENSG00000235370	4	0	5	2	6	2
ENSG00000272887	0	0	0	0	0	0
ENSG00000259538	0	0	0	0	0	0
ENSG00000259774	0	0	0	0	0	0
ENSG00000278785	0	0	0	0	0	0
ENSG00000197627	0	0	0	0	0	0
ENSG00000259551	0	0	0	0	0	0
ENSG00000259302	0	0	0	0	0	0
ENSG00000230373	0	1	0	0	0	3
ENSG00000259244	0	0	0	0	0	0
ENSG00000189136	209	114	145	63	153	112
ENSG00000259728	0	2	3	9	2	6
ENSG00000275120	15	0	4	2	0	9
ENSG00000176371	262	250	239	170	224	161
ENSG00000256278	0	0	0	0	0	0
ENSG00000276278	45	19	5	12	27	19
ENSG00000176700	95	63	37	29	72	46
ENSG00000254779	0	0	0	0	0	0
ENSG00000177082	790	677	736	535	429	411
ENSG00000277578	0	0	0	0	0	0
ENSG00000197696	142	80	105	107	148	147
ENSG00000140612	2868	2508	3274	2307	3517	2579
ENSG00000259654	0	0	0	0	0	0
ENSG00000285667	24	9	4	5	4	8
ENSG00000166716	510	298	356	246	249	294
ENSG00000259415	1	0	0	0	0	0
ENSG00000136383	217	148	105	95	196	246
ENSG00000200991	0	0	0	0	0	0
ENSG00000156222	0	0	0	5	0	0
ENSG00000286505	0	0	0	0	0	0
ENSG00000207037	0	0	0	0	0	0
ENSG00000212388	0	0	0	0	0	0
ENSG00000271044	0	0	0	0	0	0
ENSG00000073417	134	105	171	115	127	129
ENSG00000259270	0	0	0	0	1	0
ENSG00000229212	17	1	1	0	10	1
ENSG00000259449	0	0	0	0	0	0
ENSG00000259295	0	0	0	0	0	0
ENSG00000277582	0	0	0	0	0	0
ENSG00000188388	0	0	1	0	0	0
ENSG00000218052	8	31	11	19	39	32
ENSG00000259317	0	0	0	0	0	0
ENSG00000170776	2920	1996	2374	1921	3370	2659
ENSG00000284160	0	0	0	0	0	0
ENSG00000251891	0	0	0	0	0	0
ENSG00000259630	4	0	2	0	0	0
ENSG00000259375	0	0	0	0	0	0
ENSG00000259367	0	0	4	0	0	0
ENSG00000259276	0	0	0	0	0	0
ENSG00000202081	0	0	0	0	0	0
ENSG00000259453	0	0	0	0	0	0
ENSG00000259544	4	0	0	0	0	0
ENSG00000259407	13	29	19	3	6	13
ENSG00000259762	0	0	0	1	0	7
ENSG00000259416	1	6	0	0	14	2
ENSG00000183655	391	315	286	188	279	253
ENSG00000221634	0	0	0	0	0	0
ENSG00000259195	0	4	0	0	0	0
ENSG00000252931	0	0	0	0	0	0
ENSG00000264406	0	0	0	0	0	0
ENSG00000259608	0	0	0	0	0	0
ENSG00000260477	0	0	0	0	0	0
ENSG00000273540	0	12	0	4	8	3
ENSG00000252964	0	0	0	0	0	0
ENSG00000261077	0	0	1	1	1	0
ENSG00000200206	0	0	0	0	0	0
ENSG00000260125	0	0	0	0	0	0
ENSG00000259734	0	0	0	0	0	0
ENSG00000259636	0	0	0	0	0	0
ENSG00000259620	0	0	0	0	0	0
ENSG00000259761	0	0	0	0	0	0
ENSG00000259560	0	0	0	0	0	0
ENSG00000207150	0	0	0	0	0	0
ENSG00000259527	1	2	8	0	0	0
ENSG00000287391	0	2	9	0	0	0
ENSG00000140538	1930	1399	1044	656	818	1292
ENSG00000259183	0	0	0	0	0	0
ENSG00000260305	0	0	0	0	0	0
ENSG00000259494	12	19	28	22	6	21
ENSG00000173867	0	0	0	0	0	0
ENSG00000181991	432	381	371	320	396	302
ENSG00000279945	0	0	0	0	0	0
ENSG00000140543	73	43	9	9	8	4
ENSG00000259569	0	0	0	0	0	0
ENSG00000249487	5	6	1	0	0	0
ENSG00000221630	0	0	0	0	0	0
ENSG00000207703	0	0	0	0	0	0
ENSG00000283484	0	0	0	0	0	0
ENSG00000181026	463	325	336	141	340	159
ENSG00000172183	13	17	23	12	39	3
ENSG00000259676	0	0	0	0	0	0
ENSG00000157766	5	4	10	170	993	253
ENSG00000140511	31	33	16	46	118	19
ENSG00000140545	831	774	910	581	1364	860
ENSG00000259350	0	0	0	0	1	0
ENSG00000259489	0	0	1	0	0	0
ENSG00000261549	0	1	0	7	0	2
ENSG00000260275	0	0	0	0	0	0
ENSG00000260123	0	0	0	0	0	0
ENSG00000261407	5	3	0	5	0	2
ENSG00000140526	2837	1833	2389	2507	5468	3206
ENSG00000239151	3	0	0	0	0	0
ENSG00000259699	32	7	12	6	29	5
ENSG00000259948	1	0	1	16	0	0
ENSG00000140522	190	96	138	0	7	0
ENSG00000140525	915	636	597	227	348	297
ENSG00000140521	768	402	461	235	416	286
ENSG00000275101	0	0	0	0	0	0
ENSG00000261441	9	0	2	13	12	4
ENSG00000279708	0	0	0	0	0	0
ENSG00000287717	3	0	0	0	4	0
ENSG00000255571	661	279	294	42	125	68
ENSG00000284329	0	0	0	0	0	0
ENSG00000140519	47	24	35	15	45	7
ENSG00000259218	0	3	0	0	0	0
ENSG00000261478	124	84	65	9	15	19
ENSG00000259713	1	0	0	0	4	0
ENSG00000140534	424	291	259	109	146	176
ENSG00000259615	0	0	0	0	0	0
ENSG00000166813	454	213	260	127	330	236
ENSG00000166819	14	0	0	1	8	7
ENSG00000166821	393	307	347	337	559	329
ENSG00000241362	0	2	5	0	1	0
ENSG00000140527	29	26	43	60	102	35
ENSG00000259561	0	0	0	0	0	0
ENSG00000206590	0	0	1	0	0	0
ENSG00000166823	108	114	85	84	131	61
ENSG00000259441	0	0	0	0	0	0
ENSG00000188095	0	0	6	0	8	10
ENSG00000166825	2	11	5	56	108	63
ENSG00000157823	592	561	418	209	396	232
ENSG00000250021	0	0	0	0	0	0
ENSG00000264966	0	0	0	0	0	0
ENSG00000259677	0	0	0	0	0	0
ENSG00000264796	0	0	0	0	0	0
ENSG00000212420	0	2	3	7	1	0
ENSG00000242498	761	618	513	223	683	340
ENSG00000252645	0	0	0	0	0	0
ENSG00000259273	0	0	0	0	0	0
ENSG00000280377	0	0	0	0	0	0
ENSG00000140548	377	238	190	175	215	171
ENSG00000265871	0	0	0	0	0	0
ENSG00000273691	14	3	0	0	1	0
ENSG00000259291	390	391	242	54	143	98
ENSG00000276376	0	0	0	0	0	0
ENSG00000182054	2386	1981	2313	1433	2027	1765
ENSG00000259685	1	0	3	2	5	0
ENSG00000185033	641	504	461	221	384	319
ENSG00000240470	0	0	0	0	0	1
ENSG00000225193	18	6	7	2	4	5
ENSG00000185043	430	333	350	419	878	456
ENSG00000183208	145	72	108	71	78	85
ENSG00000284626	0	0	0	0	0	0
ENSG00000213471	4	0	4	0	1	0
ENSG00000261147	0	0	0	0	0	0
ENSG00000182768	62	55	75	54	20	50
ENSG00000275674	0	0	0	0	0	0
ENSG00000228998	6	0	0	0	0	0
ENSG00000270322	0	0	0	0	0	0
ENSG00000275345	1	4	7	2	0	0
ENSG00000271396	0	0	0	0	0	0
ENSG00000214433	29	26	16	0	3	6
ENSG00000275803	1	1	0	2	0	0
ENSG00000279980	0	0	4	0	0	0
ENSG00000238244	0	0	0	0	2	0
ENSG00000196391	176	72	73	34	90	87
ENSG00000259262	0	0	0	0	0	0
ENSG00000140575	3250	1768	2281	1911	4585	2467
ENSG00000259177	0	0	0	0	0	0
ENSG00000140577	582	455	358	206	674	372
ENSG00000259212	0	0	0	0	0	0
ENSG00000259314	11	19	14	0	11	0
ENSG00000259736	52	20	72	40	19	21
ENSG00000285560	0	0	0	0	0	0
ENSG00000259746	3	0	0	0	0	2
ENSG00000278370	0	0	3	0	0	0
ENSG00000245479	0	0	0	0	0	0
ENSG00000197299	532	385	412	97	196	158
ENSG00000200677	0	0	0	0	0	0
ENSG00000287061	1	0	0	0	0	0
ENSG00000259704	10	1	2	3	0	0
ENSG00000241869	0	0	0	0	0	0
ENSG00000140564	778	667	714	530	982	712
ENSG00000182511	17	31	19	26	14	22
ENSG00000196547	989	626	566	425	488	488
ENSG00000259661	0	0	1	0	0	0
ENSG00000184508	369	247	326	169	350	267
ENSG00000140553	796	686	907	641	911	796
ENSG00000258384	0	0	0	0	0	0
ENSG00000166965	424	367	300	380	539	367
ENSG00000198901	501	405	422	121	327	221
ENSG00000284946	0	0	3	0	0	0
ENSG00000258725	19	13	17	3	7	15
ENSG00000200142	2	0	14	7	3	0
ENSG00000184056	220	123	174	107	121	82
ENSG00000214432	13	10	7	5	2	7
ENSG00000278514	5	24	5	9	15	19
ENSG00000258542	0	0	0	0	0	0
ENSG00000275929	0	0	0	0	0	0
ENSG00000258665	0	0	0	0	0	0
ENSG00000285661	0	0	0	0	0	0
ENSG00000185518	96	85	60	100	143	229
ENSG00000285883	0	0	0	0	0	0
ENSG00000258551	0	0	0	0	0	0
ENSG00000258954	0	0	0	0	0	0
ENSG00000258765	0	0	0	0	0	0
ENSG00000258540	0	0	0	0	0	0
ENSG00000259057	0	0	0	0	0	0
ENSG00000176463	907	618	689	508	1199	645
ENSG00000260661	0	0	0	0	0	0
ENSG00000258761	0	0	0	0	0	0
ENSG00000258726	0	0	0	0	0	0
ENSG00000258925	1	1	0	7	3	22
ENSG00000140557	1116	901	720	364	463	636
ENSG00000239197	4	0	0	0	0	18
ENSG00000258739	5	0	1	0	0	0
ENSG00000259170	0	0	0	0	0	0
ENSG00000183643	2	4	5	0	1	0
ENSG00000258647	7	2	3	2	11	4
ENSG00000258676	0	0	0	0	8	5
ENSG00000260337	27	1	7	5	12	8
ENSG00000271763	0	0	0	0	0	0
ENSG00000185442	351	349	355	226	590	291
ENSG00000259064	0	0	0	0	0	0
ENSG00000275965	0	0	0	6	0	0
ENSG00000272298	0	0	0	0	0	0
ENSG00000253954	14	4	15	6	12	19
ENSG00000258741	2	3	3	4	21	16
ENSG00000240484	0	0	0	0	0	0
ENSG00000258562	0	0	0	0	0	0
ENSG00000260361	4	0	0	0	0	7
ENSG00000258527	0	0	0	0	0	0
ENSG00000258922	0	0	1	0	0	0
ENSG00000274215	0	0	0	0	0	0
ENSG00000272888	3631	3006	3038	1325	2305	1608
ENSG00000279765	25	19	14	5	11	6
ENSG00000173575	4282	2923	2893	1349	2792	1785
ENSG00000284324	0	0	0	0	0	0
ENSG00000182175	2927	2671	1824	837	1736	1563
ENSG00000258611	0	0	0	0	0	0
ENSG00000285663	0	0	0	0	0	0
ENSG00000257060	32	16	12	41	16	17
ENSG00000258888	0	0	0	0	0	0
ENSG00000258971	0	0	0	0	0	0
ENSG00000258909	0	0	0	0	0	0
ENSG00000258787	0	0	0	0	0	0
ENSG00000258631	0	0	0	0	0	0
ENSG00000258754	17	2	5	16	26	13
ENSG00000258627	0	0	0	1	0	0
ENSG00000258476	1	1	1	0	3	0
ENSG00000259123	0	0	0	0	0	0
ENSG00000258831	0	0	0	0	0	0
ENSG00000258785	0	0	0	0	0	0
ENSG00000259724	0	0	0	0	0	0
ENSG00000258895	0	0	0	0	0	0
ENSG00000258570	0	0	0	0	0	0
ENSG00000140563	21	26	28	82	136	50
ENSG00000258632	0	0	0	0	0	0
ENSG00000287328	0	0	0	0	0	0
ENSG00000287950	0	0	5	0	0	0
ENSG00000285866	0	0	0	0	0	0
ENSG00000259331	0	0	0	0	0	0
ENSG00000286917	0	0	0	0	0	0
ENSG00000277654	2	0	2	3	5	0
ENSG00000270017	0	0	0	0	0	0
ENSG00000258433	0	0	0	1	0	0
ENSG00000258773	0	0	0	0	0	0
ENSG00000248441	14	8	7	20	15	26
ENSG00000273923	0	0	0	0	0	1
ENSG00000280304	0	3	0	0	4	0
ENSG00000285700	0	0	0	0	1	0
ENSG00000259134	0	0	0	0	7	0
ENSG00000258489	0	0	0	0	0	0
ENSG00000275016	0	0	5	0	0	0
ENSG00000222076	0	0	0	1	0	1
ENSG00000275443	0	0	0	0	0	0
ENSG00000259702	0	0	0	0	0	0
ENSG00000273771	1	0	2	0	0	0
ENSG00000247809	48	21	55	5	36	22
ENSG00000280048	0	0	0	0	0	0
ENSG00000277135	1	10	4	1	9	0
ENSG00000259359	4	5	3	26	38	23
ENSG00000278146	0	0	0	0	0	0
ENSG00000259763	0	0	0	0	0	0
ENSG00000280291	1	4	0	0	0	0
ENSG00000185551	3983	2558	3123	1492	4373	2476
ENSG00000283888	0	0	0	0	0	0
ENSG00000275322	1	3	5	0	5	1
ENSG00000259275	22	13	26	7	7	6
ENSG00000259614	0	0	0	0	0	0
ENSG00000259542	1	0	0	0	0	0
ENSG00000259312	0	0	0	0	0	0
ENSG00000250825	0	0	0	0	0	0
ENSG00000242295	0	0	0	7	0	3
ENSG00000259534	0	0	0	0	1	0
ENSG00000222617	0	0	0	0	0	0
ENSG00000274079	0	0	0	0	0	0
ENSG00000259340	0	0	0	0	0	0
ENSG00000214424	0	0	0	7	0	0
ENSG00000259282	0	0	0	0	0	0
ENSG00000185594	21	5	25	0	16	29
ENSG00000223120	0	0	0	0	0	0
ENSG00000259485	11	33	26	34	30	48
ENSG00000259403	0	0	0	0	0	0
ENSG00000259664	0	0	4	0	4	0
ENSG00000242863	0	0	0	0	0	0
ENSG00000251729	0	0	0	0	0	0
ENSG00000279091	0	0	0	0	0	0
ENSG00000259582	0	0	0	0	2	0
ENSG00000287267	3	0	2	0	0	0
ENSG00000287321	0	0	0	0	0	0
ENSG00000251209	2	0	0	8	5	5
ENSG00000259870	0	0	0	0	0	0
ENSG00000287000	0	0	0	0	0	0
ENSG00000140450	43	27	21	54	93	111
ENSG00000259478	0	0	0	0	0	0
ENSG00000258483	0	0	0	0	0	0
ENSG00000283372	0	0	0	0	0	0
ENSG00000259199	0	0	0	0	0	0
ENSG00000222361	0	0	0	0	0	0
ENSG00000259611	0	0	0	0	10	0
ENSG00000259320	0	0	0	0	0	0
ENSG00000259266	0	0	0	0	0	0
ENSG00000259041	0	0	0	0	0	0
ENSG00000274312	0	0	0	0	0	3
ENSG00000277987	0	0	0	0	0	0
ENSG00000283597	14	11	11	24	53	37
ENSG00000259507	0	0	0	0	0	0
ENSG00000259424	21	24	19	0	3	3
ENSG00000140443	3724	2995	2754	1138	1925	1760
ENSG00000278022	7	0	5	0	1	1
ENSG00000264480	0	0	0	0	0	0
ENSG00000287191	0	0	0	0	0	0
ENSG00000259621	0	0	0	0	0	0
ENSG00000259475	0	0	0	0	0	0
ENSG00000183571	0	0	0	0	0	0
ENSG00000278090	1	8	0	0	0	0
ENSG00000182253	320	193	286	375	539	581
ENSG00000261054	2	0	0	0	1	0
ENSG00000103852	331	334	353	293	387	289
ENSG00000261616	11	0	5	0	3	0
ENSG00000259921	0	0	0	0	4	0
ENSG00000168904	425	365	286	253	349	283
ENSG00000259706	31	32	28	16	71	33
ENSG00000259228	0	0	0	0	0	0
ENSG00000259257	0	0	0	0	0	0
ENSG00000259590	0	0	0	4	0	0
ENSG00000259760	0	0	0	0	0	3
ENSG00000274294	0	0	4	0	0	0
ENSG00000259341	1	1	0	0	0	0
ENSG00000286893	0	0	0	0	0	0
ENSG00000279846	0	0	0	0	0	0
ENSG00000241562	0	0	0	0	0	0
ENSG00000068305	1132	742	940	940	1985	1421
ENSG00000201724	0	0	0	0	0	0
ENSG00000183060	109	84	131	65	71	93
ENSG00000182397	0	9	7	0	17	12
ENSG00000259655	0	0	0	0	0	0
ENSG00000241588	0	0	0	0	0	0
ENSG00000259363	13	0	6	0	4	4
ENSG00000254744	2	0	3	7	0	9
ENSG00000140470	105	117	102	18	114	72
ENSG00000259219	0	0	0	0	0	0
ENSG00000252957	0	0	0	0	0	0
ENSG00000259356	0	0	0	0	0	0
ENSG00000189419	23	7	7	13	14	22
ENSG00000259430	38	12	20	0	21	13
ENSG00000154227	98	85	68	24	150	74
ENSG00000270127	65	52	70	4	25	3
ENSG00000251819	3	13	1	0	1	4
ENSG00000259205	3	5	8	0	5	1
ENSG00000259540	0	0	0	0	0	0
ENSG00000140471	716	413	626	124	320	279
ENSG00000200095	1	15	1	0	5	1
ENSG00000183475	656	524	510	338	428	425
ENSG00000212306	0	0	1	0	0	0
ENSG00000259381	0	0	0	0	0	0
ENSG00000259579	0	0	0	0	0	0
ENSG00000279588	0	0	0	0	0	0
ENSG00000259586	0	0	0	0	0	0
ENSG00000232386	10	6	0	0	0	0
ENSG00000272808	185	68	116	4	7	11
ENSG00000259604	0	0	0	0	0	0
ENSG00000272639	0	0	0	0	0	0
ENSG00000184254	1151	979	1324	42	126	76
ENSG00000278456	0	2	0	0	0	0
ENSG00000259583	25	21	29	44	41	20
ENSG00000154237	96	42	77	93	120	91
ENSG00000259376	11	0	2	0	7	5
ENSG00000259755	3	0	0	0	0	1
ENSG00000287892	0	0	0	0	0	0
ENSG00000259365	0	0	0	0	0	0
ENSG00000259182	0	0	0	0	0	0
ENSG00000131873	848	715	689	672	1235	716
ENSG00000131871	2061	1473	1822	1051	2283	1336
ENSG00000131876	287	186	270	158	199	136
ENSG00000259172	5	1	8	0	1	0
ENSG00000140479	161	38	151	93	247	122
ENSG00000279970	7	0	6	2	14	7
ENSG00000259764	0	0	0	0	0	0
ENSG00000274139	0	0	0	0	0	0
ENSG00000277210	0	0	0	0	0	0
ENSG00000282793	0	0	0	0	0	0
ENSG00000259464	0	0	0	0	0	0
ENSG00000259695	0	1	0	0	0	0
ENSG00000286733	2	0	0	15	0	0
ENSG00000184277	1135	935	857	482	1020	646
ENSG00000252614	0	0	0	0	0	5
ENSG00000185418	671	451	450	219	379	276
ENSG00000259658	10	0	3	1	12	17
ENSG00000259660	3	2	5	0	1	2
ENSG00000259236	0	0	0	0	0	0
ENSG00000240927	0	0	0	0	0	0
ENSG00000184140	0	0	0	0	0	0
ENSG00000182854	0	0	0	0	0	0
ENSG00000232459	0	0	0	0	0	0
ENSG00000214344	0	0	0	0	0	0
ENSG00000257109	0	0	0	0	0	0
ENSG00000259454	0	0	0	0	0	0
ENSG00000259646	0	0	0	0	0	0
ENSG00000177693	0	0	0	0	0	0
ENSG00000183909	0	0	0	0	0	0
ENSG00000275771	0	0	0	0	0	0
ENSG00000248893	0	0	0	0	0	0
ENSG00000259553	0	0	0	0	0	0
ENSG00000284557	0	0	0	0	0	0
ENSG00000185596	2	0	4	0	0	8
ENSG00000275449	0	0	0	0	0	0
ENSG00000248472	0	0	0	0	0	0
ENSG00000233614	0	0	0	0	0	0
ENSG00000234769	0	0	0	0	0	0
ENSG00000278739	0	0	0	0	0	0
ENSG00000260803	0	0	0	0	0	0
ENSG00000231439	7	0	12	0	0	0
ENSG00000226942	0	0	0	0	0	0
ENSG00000161980	460	536	534	561	400	474
ENSG00000161981	619	726	681	876	661	693
ENSG00000007384	233	118	114	84	188	172
ENSG00000278995	0	0	0	0	1	0
ENSG00000103152	458	506	568	339	485	392
ENSG00000103148	468	421	273	200	322	241
ENSG00000269482	0	0	0	3	1	4
ENSG00000228779	0	0	0	0	0	0
ENSG00000130656	0	0	7	9	0	0
ENSG00000206177	11	11	10	16	7	7
ENSG00000206178	0	0	0	0	0	0
ENSG00000225323	0	0	0	0	0	0
ENSG00000188536	3598	3976	3476	5013	3146	3914
ENSG00000206172	662	732	690	811	608	750
ENSG00000207243	0	0	0	0	0	0
ENSG00000086506	20	12	4	4	5	2
ENSG00000268836	60	16	24	18	24	11
ENSG00000007392	2615	1751	1571	969	1539	1035
ENSG00000206168	0	0	0	0	0	0
ENSG00000167930	939	710	695	474	1193	597
ENSG00000076344	23	18	3	24	46	48
ENSG00000286901	0	0	0	0	0	0
ENSG00000242173	55	16	31	21	12	15
ENSG00000185615	33	29	15	12	8	49
ENSG00000103126	772	522	583	333	595	411
ENSG00000086504	239	247	222	215	209	218
ENSG00000129925	575	357	485	399	518	408
ENSG00000236829	18	2	16	8	8	11
ENSG00000103202	1481	1426	1373	891	1705	991
ENSG00000242612	0	5	3	12	0	1
ENSG00000276984	0	0	0	0	0	0
ENSG00000090565	62	105	81	119	76	100
ENSG00000201034	0	0	0	0	0	0
ENSG00000230428	0	0	0	0	0	0
ENSG00000277142	0	0	0	0	0	0
ENSG00000103326	612	469	447	206	553	350
ENSG00000266124	0	0	0	0	0	0
ENSG00000266235	0	0	0	0	0	0
ENSG00000261691	0	0	0	0	0	0
ENSG00000161992	5	6	1	1	7	5
ENSG00000007541	388	292	399	137	309	196
ENSG00000257108	6	3	6	17	30	3
ENSG00000282907	0	0	0	0	0	0
ENSG00000197562	742	468	509	219	498	311
ENSG00000127578	39	19	10	30	27	30
ENSG00000130731	1261	940	1193	745	1378	1000
ENSG00000172366	136	174	240	152	286	192
ENSG00000228201	4	4	7	2	6	1
ENSG00000161996	1258	504	670	225	703	287
ENSG00000262528	1	0	0	0	0	1
ENSG00000140983	787	587	585	271	505	418
ENSG00000103269	49	6	19	14	50	33
ENSG00000260394	0	1	0	0	0	1
ENSG00000279441	0	0	0	0	0	0
ENSG00000103266	870	861	712	555	867	642
ENSG00000161999	1262	692	812	473	1025	603
ENSG00000127580	78	94	39	57	46	86
ENSG00000261659	41	41	30	18	29	29
ENSG00000127585	450	227	248	154	285	349
ENSG00000279255	0	0	0	0	0	0
ENSG00000259840	0	0	0	0	0	0
ENSG00000103260	719	727	647	538	563	523
ENSG00000103254	206	184	217	122	192	130
ENSG00000162004	1	0	0	14	4	6
ENSG00000103253	43	32	28	70	48	41
ENSG00000103245	259	163	168	117	132	93
ENSG00000102854	19	42	8	2	3	21
ENSG00000279136	0	0	0	0	0	0
ENSG00000162006	0	0	0	0	0	0
ENSG00000207579	0	0	0	0	0	0
ENSG00000007376	470	270	304	150	272	233
ENSG00000127586	409	323	332	174	116	261
ENSG00000127588	6	0	2	0	0	7
ENSG00000287855	0	0	0	0	0	0
ENSG00000275438	1	1	0	3	0	0
ENSG00000103227	316	232	221	168	173	172
ENSG00000260022	0	0	0	0	0	0
ENSG00000260316	5	0	5	0	0	0
ENSG00000260439	5	1	2	4	9	5
ENSG00000276931	0	11	2	11	3	0
ENSG00000260807	140	147	135	79	170	91
ENSG00000005513	519	431	389	395	935	549
ENSG00000260496	4	0	0	0	0	0
ENSG00000261713	15	6	6	0	13	11
ENSG00000261720	0	0	0	0	0	0
ENSG00000162009	0	0	0	0	0	0
ENSG00000184471	0	0	0	0	0	0
ENSG00000260702	0	0	0	0	0	0
ENSG00000260532	0	0	0	0	0	0
ENSG00000273551	3	10	3	6	8	8
ENSG00000196557	317	243	280	229	226	363
ENSG00000260403	0	2	0	0	0	0
ENSG00000259910	0	0	0	0	0	0
ENSG00000261294	0	0	0	0	0	0
ENSG00000116176	0	0	0	0	3	0
ENSG00000277010	6	7	7	7	3	15
ENSG00000197253	0	0	0	0	0	0
ENSG00000172236	0	0	0	0	0	0
ENSG00000095917	0	0	0	0	0	0
ENSG00000260182	0	0	0	0	0	0
ENSG00000196364	4	2	2	0	4	0
ENSG00000261564	0	0	0	0	0	0
ENSG00000260991	0	0	0	0	0	0
ENSG00000260284	0	0	0	0	1	0
ENSG00000260710	0	0	0	0	0	0
ENSG00000274751	0	0	0	0	0	0
ENSG00000103275	3661	3101	3096	1622	2892	2168
ENSG00000261505	0	0	0	0	0	0
ENSG00000219274	4	7	17	12	10	8
ENSG00000007516	325	202	267	262	388	238
ENSG00000007520	1335	1311	1599	1261	1568	1118
